,Tweet,Avg,totalwords,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,Sentiment
251,thepartycow motorola twitter adambain believe winthemoment correct term,0.2,13,13,96,6.461538461538462,2,1,0,1,Positive
252,lol rt gcyc brenberryblast phone half echrofon half whatsapp sure reply good feedback look,0.2,24,24,140,4.875,5,0,0,4,Positive
253,many tech companies cisco salesforce oracle match employee donations httpowlyobk5i,0.2,14,14,111,7.0,1,0,0,0,Positive
254,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.2,14,15,134,8.571428571428571,0,11,0,12,Positive
255,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.2,9,9,82,8.222222222222221,0,6,0,7,Positive
256,thing im asking waterproof iphone,0.2,11,11,61,4.636363636363637,4,0,0,0,Positive
257,dear next ios update please make male siri voice sound like jarvis ironman sincerely everyone,0.2,20,25,128,5.2,4,1,0,1,Positive
258,hey timcookappleceo dont mean harm next update brown ppl face emoticons pls thx,0.2,22,22,139,5.363636363636363,5,0,0,2,Positive
259,axis today conservative vs liberal constructive vs destructive quote qotd wordsofwisdom wow stevejobs,0.2,19,20,135,6.105263157894737,3,5,0,0,Positive
260,shiny new phone youre rt sprint iphone 5s coming sprint september 20th httpbitly1ahyzmo,0.2,21,21,129,5.190476190476191,6,0,0,1,Positive
261,id surprised doesnt release future version ipad mini pastel colours iphone 5c cc pschiller,0.2,25,25,135,4.44,11,0,0,1,Positive
262,windowsphone thirtytwo bit sixtyfour bit slammed,0.2,16,16,95,5.0,5,0,0,4,Positive
263,hey got idea new iphones refillable lighter fluid compartment let bic zippos fun,0.2,26,26,134,4.1923076923076925,11,0,0,1,Positive
264,live apples town hall 20 covering business steve jobs built httppb2co8ppx5 cnnmoney iphone iso7,0.2,20,22,137,5.8,3,2,0,0,Positive
265,tomlinshortcake phone,0.2,7,7,47,5.857142857142857,3,0,0,0,Positive
266,wij wensen onze somemonteur veel plezier en nieuwsgierigheid nyc bezoekje store fun,0.2,18,18,110,5.166666666666667,3,1,0,1,Positive
267,laurenjessa bubblemania lxforever working already level6,0.2,9,9,74,7.333333333333333,1,1,0,0,Positive
268,left store put themixxradio every app store safari page could ginianightly the_hott_spot themixxhangout,0.2,19,19,133,6.052631578947368,3,0,0,1,Positive
269,highsnobiety preordered iphone5c today httpbitly1earplz pictwittercompoegs09trbalifbladz,0.2,10,11,128,11.8,2,1,0,0,Positive
270,bueno asi como cuando saca iphones mas baratos bueno asi iphone5c pictwittercomxs8q9yklaz,0.2,16,16,114,6.1875,0,1,0,0,Positive
271,im store partridge creek clinton township mi http4sqcom17ylume,0.2,10,10,82,7.3,1,0,0,1,Positive
272,5c ne kanka ya hangisini alcagimizi sasirdik,0.2,8,8,51,5.5,0,0,0,1,Positive
273,team ios whats im back oyincansoda darthdream,0.2,9,9,59,5.666666666666667,1,0,0,0,Positive
274,ibrooklynb happier whitesilver one easier match yer clothes green might fashion soon,0.2,25,25,138,4.56,11,0,0,1,Positive
275,thanks 5 warning ios 7 lol pictwittercomdpc2fg8jdv,0.2,10,10,69,6.0,2,0,1,0,Positive
276,game called fluzzity making feature called ifluzzthe feature complete copy iphone pictwittercom00ddso3i0o,0.2,21,21,144,5.904761904761905,7,0,0,1,Positive
277,fact like fingerprints everyones tongue print different ayo,0.2,10,13,79,6.7,1,0,0,0,Positive
278,os x mavericks airplay ios devices macs makeithappen,0.2,12,12,71,5.0,2,1,0,2,Positive
279,sysco hq great visit abt leading edge apps best devices help sysco opcos customers appletweets pictwittercomovtw9d1vaj,0.2,21,21,142,5.809523809523809,3,0,0,1,Positive
280,wassup wassup,0.2,5,5,29,5.0,2,0,0,0,Positive
281,hurry release ios 7 got numbers need blocklike,0.2,15,15,74,4.0,4,0,1,2,Positive
282,realexpayments talkingpayments hey iphone plastic,0.2,11,11,80,6.363636363636363,4,1,0,0,Positive
283,lifeinlofiblog cecilialuis hipstamatic oggl ios7 updates sent week hopefully ready launch,0.2,20,20,133,5.7,7,0,0,0,Positive
284,the_1nd_only365 coming 18th announced yesterday lol,0.2,12,12,82,5.916666666666667,5,0,0,0,Positive
285,nava_520 lol,0.2,5,5,28,4.8,2,0,0,0,Positive
286,genius idea going nokia microsoft motorola google httpbitly16lfd2s smartphone,0.2,16,18,120,6.4375,3,1,0,0,Positive
287,many folks wish also engineering office wsj seattle great place start business httponwsjcom186mzi1 ohwell,0.2,22,23,144,5.545454545454546,5,1,0,1,Positive
288,filsfan ginianightly the_hott_spot themixxhangout awesome thanks man,0.2,8,8,80,9.125,0,0,0,0,Positive
289,uksga catscab app available download use universityofky students,0.2,16,17,101,5.3125,5,1,0,0,Positive
290,think right don_1za mishi_za natz0711 samsungsa perfect time move dont seem care,0.2,21,21,125,5.0,7,0,0,1,Positive
291,big departure lowcost simpler iphone version compete android expand market httpowlyomtd3 biz tech,0.2,20,21,135,5.75,4,2,0,1,Positive
292,frmoisesfr los nuevos iphone van ser muy baratos ya te lo dije es lo que era,0.2,21,21,98,3.7142857142857144,3,0,0,0,Positive
293,smart person grabbed must asking millions,0.2,10,10,62,5.3,2,0,0,0,Positive
294,frickfuentes would perfect omg jesus god dereksanders,0.2,14,14,85,5.142857142857143,4,0,0,0,Positive
295,lanceulanoff got great facial expression wile watching special even release video 65min 8 sec,0.2,20,20,117,4.9,5,0,1,0,Positive
296,io7 provided free piece upgrade software say better upgrade,0.2,21,21,113,4.428571428571429,9,0,0,0,Positive
297,5s 5c kind person def gonna 5s sept20 teamiphone,0.2,20,20,92,3.65,8,2,0,0,Positive
298,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.2,14,15,134,8.571428571428571,0,11,0,12,Positive
299,better worth,0.2,6,6,30,4.166666666666667,2,0,0,0,Positive
300,c ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.2,9,9,82,8.222222222222221,0,6,0,7,Positive
301,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.2,14,15,134,8.571428571428571,0,11,0,12,Positive
302,could iphone5s iphone5c revolutionize way use technology httpbitly17wfujr via fishbat,0.2,15,16,117,6.8,4,2,0,0,Positive
303,burberry collaborate share runway show experience lfw mcstyle pictwittercomueyrkwl6i6,0.0,12,12,103,7.666666666666667,1,2,0,1,Positive
304,johan_barnard hahaha people much time android vs pictwittercomymgc0ugkoa,0.0,15,15,118,6.933333333333334,4,0,0,0,Positive
305,resumen de la keynote de en 8 gifs claves nuevas fundas coloridas para proteger adornar nuestro iphone httpbitly1e6hrok,0.0,20,20,134,5.75,1,0,1,0,Positive
306,dreamz taman segar csotournament,0.0,6,6,43,6.333333333333333,0,1,0,0,Positive
307,need tweeting notification bar,0.0,9,9,51,4.777777777777778,3,0,0,1,Positive
308,knew someone driving would send text provide feedback imessage prodmktg,0.0,21,21,119,4.714285714285714,9,1,0,0,Positive
309,c ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,9,9,82,8.222222222222221,0,6,0,7,Positive
310,heeey heey pictwittercom50fidqhmrd,0.0,4,4,44,10.25,0,0,0,3,Positive
311,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,15,134,8.571428571428571,0,11,0,12,Positive
312,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,9,9,82,8.222222222222221,0,6,0,7,Positive
313,hey vaginitis saved onto autocorrect,0.0,9,9,54,5.111111111111111,2,0,0,0,Positive
314,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
315,store,0.0,2,2,38,18.5,0,0,0,0,Positive
316,aller et vive multi color,0.0,6,6,33,4.666666666666667,0,0,0,0,Positive
317,chunherena sure small followers working note sarcasm,0.0,16,16,90,4.6875,6,1,0,0,Positive
318,newsflash burberry collaborates springsummer 2014 show lfw httpowlyopzc5,0.0,13,13,104,7.076923076923077,4,1,1,1,Positive
319,long preorder date iphone 5s receive iphone,0.0,16,16,83,4.25,6,0,0,1,Positive
320,quiilucru gg,0.0,3,3,20,6.0,0,0,0,0,Positive
321,sheisyanni huhuhuhuhu oonga eh paasa ka,0.0,7,7,48,6.0,0,0,0,6,Positive
322,inviolable le touchid se met le doigt dans loeil,0.0,12,12,61,4.166666666666667,0,1,0,0,Positive
323,iphone headphones broke 3rd pair year,0.0,17,17,94,4.588235294117647,8,0,0,0,Positive
324,,0.0,1,1,6,6.0,0,0,0,0,Positive
325,descola ios7 logo porra,0.0,6,6,32,4.5,1,0,0,0,Positive
326,downloading itunes,0.0,3,3,25,7.666666666666667,0,0,0,0,Positive
327,offers details iphone 5s touchid fingerprint scanner httpfbme2tg09dhvb,0.0,12,12,97,7.166666666666667,2,3,0,0,Positive
328,manolomata peor pa ti,0.0,5,5,30,5.2,0,0,0,0,Positive
329,burgesg mulderc good article george seems much immersive nfc wonder hasnt made bigger deal ble,0.0,24,25,136,4.666666666666667,8,0,0,3,Positive
330,rt todd_cox uksga catscab app available download use universityofky students,0.0,18,19,115,5.388888888888889,5,1,0,1,Positive
331,ayudamovistarve one tell unlock mi iphone4s year since bought,0.0,22,22,117,4.363636363636363,10,0,0,1,Positive
332,forbes nothing whack motorola different read preedward snowden environment oranges,0.0,21,21,133,5.380952380952381,9,0,0,0,Positive
333,lol samsung gave nokia million bucks piss appled,0.0,11,12,66,5.0,3,0,0,0,Positive
334,view count mileycyrus wrecking ball 0909 release 86m view count apples 0910 keynote 320k source youtube mindblowngif,0.0,19,25,141,6.157894736842105,2,0,0,2,Positive
335,want follow dont twitter account,0.0,12,12,63,4.333333333333333,6,0,0,1,Positive
336,vp marketing quiet photogs let iphone photography httphtlyoptog condescension anyone,0.0,16,17,124,6.75,3,2,0,1,Positive
337,app live app store use coupon code daycare special savings pictwittercomcm4xccfeqh,0.0,16,17,112,6.0,3,3,0,0,Positive
338,iphone,0.0,2,2,14,6.5,0,0,0,0,Positive
339,imo apples new iphone 5sc meant confuse russian market,0.0,12,12,71,5.0,3,1,0,2,Positive
340,size 884 mb e eu tenho 16 gb livres digam pq n consigo baixar jogo,0.0,18,18,82,3.611111111111111,2,0,1,2,Positive
341,guess expectations 21st centurys robots free time whack wheres irobot k break,0.0,22,22,128,4.863636363636363,9,0,0,0,Positive
342,jki laikam beidzot ari man bus jaizlasa ko isti pasludinaja ticigajiem,0.0,13,13,82,5.384615384615385,0,0,0,1,Positive
343,samsung backs apples 64bit chip smartphone chip switch httpbuffly19ksdcr,0.0,9,9,82,8.222222222222221,0,1,0,0,Positive
344,market experts like dougkass fail realize constantly proves companys value comes profits marketshare,0.0,20,20,137,5.9,6,0,0,0,Positive
345,likes dislikes new iphones httpbuffly1emp3xh,0.0,10,11,75,6.5,4,1,0,0,Positive
346,shutuparielle tho,0.0,4,4,30,6.75,1,0,0,0,Positive
347,fast turns le mans final cut pro x second straight year french postproduction httpbitly1eokgf5,0.0,20,21,136,5.8,3,1,0,1,Positive
348,nossa se eras tao boa porem itunes sempre trava,0.0,11,11,56,4.181818181818182,1,0,0,0,Positive
349,electrafood twitter literally thought one hah,0.0,12,12,72,5.083333333333333,1,0,0,3,Positive
350,really cheapen iphone5 renaming iphone5c c stand cheap difference 5 5c,0.0,26,26,139,4.384615384615385,10,2,1,1,Positive
351,testing technology w m7 chip help figure parked car httpgoogl6jqkcv via customerexplabs,0.0,20,21,134,5.7,0,1,0,1,Positive
352,insight trigger finger fires biometrics mainstream httpreutrs15tharz,0.0,10,10,92,8.3,2,1,0,0,Positive
353,motorola lol funny jealous iphone5s,0.0,9,9,54,5.111111111111111,2,1,0,0,Positive
354,introducing iphone 5s iphone 5c parody httpyoutube1siwez9haba via youtube,0.0,12,13,96,7.0,1,0,0,2,Positive
355,iphone iphone5s iphone5c,0.0,10,10,72,6.3,0,3,0,0,Positive
356,sagarkamesh,0.0,3,3,23,7.0,0,0,0,0,Positive
357,legal effects apples touchid marciahofmann httplnisbitly3hja fingerprint privacy crypto appl,0.0,13,14,119,8.153846153846153,1,4,0,1,Positive
358,closest store cleveland,0.0,8,8,47,5.0,3,0,0,0,Positive
359,hot news fast turns le mans final cut pro x second straight year french postproducti httpbitlya83mmb,0.0,21,22,135,5.428571428571429,3,0,0,1,Positive
360,solo pido una bateria que dure mas de 2h es taaaaanto pedir,0.0,13,13,67,4.230769230769231,0,0,0,0,Positive
361,gatos parem iphone 6 e inventem uma coisinha melhor,0.0,11,11,62,4.7272727272727275,1,0,1,0,Positive
362,ought use video soldier japan watching birth child facetime commercial backchannel,0.0,23,23,128,4.608695652173913,11,1,0,0,Positive
363,impressed touch id recognizes type1 diabetic fingerprint doc dsma,0.0,17,17,101,5.0,6,4,0,1,Positive
364,dougrtequan says prior apples burst one winner android one big loset microsoft subotaged setting haha,0.0,23,23,140,5.130434782608695,7,1,0,0,Positive
365,remains tightlipped new product releases marketing strategy work brands httpbitlyapplesecrets,0.0,16,16,134,7.4375,4,0,0,0,Positive
366,photorateapp blackberry google best messenger worst mobile phone,0.0,15,15,97,5.533333333333333,5,0,0,0,Positive
367,putangina anong nangyari sa mga products niyo,0.0,8,8,52,5.625,0,0,0,0,Positive
368,bring solariphone future maybe samsung innovate solar ideasamsungorapple lifebattery 4 mobile devises,0.0,20,20,139,6.0,5,2,1,0,Positive
369,iwork ilife apps free new buyers rt cnet httpowly22icvt,0.0,13,13,82,5.384615384615385,3,1,0,2,Positive
370,244tsuyoponzu auto,0.0,3,3,49,15.666666666666666,0,0,0,0,Positive
371,iphone5c iphone ios pictwittercomyehjtsjkmj,0.0,6,6,64,9.833333333333334,0,4,0,1,Positive
372,windowsphone ur 5s dont come w 5sdo nawwww,0.0,10,10,62,5.3,1,0,0,0,Positive
373,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,15,134,8.571428571428571,0,11,0,12,Positive
374,electrafood twitter neither ugh,0.0,6,6,43,6.333333333333333,1,0,0,2,Positive
375,tehgreenmc ghostt_gaming microsoft google anyone nasa,0.0,7,7,66,8.571428571428571,0,0,0,1,Positive
376,244tsuyoponzu auto,0.0,3,3,51,16.333333333333332,0,0,0,0,Positive
377,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
378,goede middag fysiokerkrade ivizi_apr graag willen u helpen als u data recovery wenst httpwwwdatarecuperatienl gratis analyse,0.0,18,19,146,7.111111111111111,1,0,0,0,Positive
379,mediacat ortada algilari etkileyecek ucuz bir iphone yoksanirim pek rekabet havasinda niyetinde degil,0.0,15,15,115,6.733333333333333,1,0,0,0,Positive
380,fingerprint recognition ios7 everything need know apples new iphone httpbitly14mbzlm,0.0,13,13,108,7.384615384615385,1,1,0,0,Positive
381,oh oui les nouveau iphone 5 lequel choisir,0.0,9,9,50,4.666666666666667,0,0,1,0,Positive
382,eu tentei resistir mas vou morrer,0.0,7,7,40,4.857142857142857,0,0,0,0,Positive
383,llombardo007 realese 075 ios7 comes outon 18th,0.0,13,13,83,5.461538461538462,4,0,0,0,Positive
384,tsss yo tambien vi el s4 por ahi yo que ustedes lo sacaba itunes,0.0,15,15,73,3.933333333333333,0,0,0,1,Positive
385,nokia_uk orra nao deixava,0.0,5,5,33,5.8,0,0,0,0,Positive
386,barackobama laugh think pictwittercom1r1qt0tg1d,0.0,11,11,81,6.454545454545454,5,0,0,0,Positive
387,follow,0.0,3,3,17,5.0,0,0,0,3,Positive
388,highlyhightori aint word,0.0,6,6,38,5.5,2,0,0,0,Positive
389,kilitliyken tek tik olayini kaldirsana dana,0.0,7,7,50,6.285714285714286,0,0,0,0,Positive
390,hello siri thoughts new android kit kat os blackberryq5 iphone tech,0.0,19,19,104,4.526315789473684,5,5,0,1,Positive
391,make plastic ipad next,0.0,6,6,31,4.333333333333333,1,0,0,0,Positive
392,give ios7 nobody gets hurt,0.0,8,8,40,4.125,2,0,0,0,Positive
393,c ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,9,9,82,8.222222222222221,0,6,0,7,Positive
394,select yellow yellow mute switcher goes white hm iphone5c pictwittercomz7vary46yb,0.0,14,14,104,6.5,2,1,0,0,Positive
395,hasat olmus telefonumu alip yenisini yolluomussun tesekur ettim steve dayiya hurmetler,0.0,13,13,98,6.615384615384615,0,0,0,0,Positive
396,244tsuyoponzu,0.0,2,2,45,22.0,0,0,0,0,Positive
397,thephenom007 michaeljordan lmao tho,0.0,8,8,60,6.625,2,0,0,0,Positive
398,sept10 unveiled iphone5s iphone5c hope pricing right iphone5c,0.0,20,20,122,5.15,8,0,0,1,Positive
399,rt andymiah available google play app store creativefutur app coming soon uwscreative pictwittercomlbxctxbc8g,0.0,19,19,143,6.578947368421052,5,1,0,1,Positive
400,hi yes um making sure still clear safari history ios 7 cause thats important feature,0.0,26,26,129,4.0,9,0,1,1,Positive
401,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,15,134,8.571428571428571,0,11,0,12,Positive
402,ayudamovistarve neither movistar unlocking help,0.0,13,13,89,5.923076923076923,4,0,0,1,Positive
403,jmlcolley ok bro kidding sorry u hurt peace,0.0,15,15,69,3.6666666666666665,3,0,0,0,Positive
404,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,8,8,80,9.125,0,6,0,6,Positive
405,discontinues cards app printing service recommends using iphoto instead httphtlyopzpr,0.0,12,12,105,7.833333333333333,1,1,0,0,Positive
406,tryna give ios 7,0.0,6,6,27,3.6666666666666665,1,0,0,0,Positive
407,strictlygeeky yeah dont started sprint either although service house took notch,0.0,25,25,135,4.44,9,0,0,2,Positive
408,las acciones bajan,0.0,4,4,26,5.75,0,0,0,0,Positive
409,releases new iphone 5c 5s yourthoughts telecelchitchat cc zifmstereo,0.0,11,15,88,6.7272727272727275,0,3,0,0,Positive
410,dougrtequan android apples microsoft anyway kinda looks like android inspiration,0.0,16,16,110,5.9375,5,0,0,0,Positive
411,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune ipod generation,0.0,10,10,97,8.8,0,7,0,8,Positive
412,sup bro,0.0,3,3,14,4.0,0,0,0,0,Positive
413,would natz0711 mishi_za samsungsa,0.0,10,10,65,5.6,4,0,0,0,Positive
414,unveils two new iphone devices biometrics nfc httpowlyolcgw,0.0,14,14,89,5.428571428571429,3,3,0,1,Positive
415,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,9,9,82,8.222222222222221,0,6,0,7,Positive
416,rasna_j lol,0.0,4,4,24,5.25,1,0,0,1,Positive
417,jmflooores onga eh huhu,0.0,5,5,31,5.4,0,0,0,3,Positive
418,somebody help pictwittercomndim3qbsb2,0.0,9,9,65,6.333333333333333,1,0,0,1,Positive
419,americascup battle mirroring microsoft vs emiratesteamnz course,0.0,18,20,116,5.388888888888889,8,1,0,0,Positive
420,22000 followers sans tweet gg,0.0,6,6,38,5.5,0,0,0,0,Positive
421,seems though apples iphone5c iphone5s talked devices months android nokia lg samsung,0.0,23,25,140,5.043478260869565,10,6,0,1,Positive
422,tiagouss nokiaus ooooooooooooooo,0.0,4,4,41,9.5,0,0,0,1,Positive
423,sagarkamesh dat wish n wanted share world,0.0,16,16,77,3.875,7,0,0,1,Positive
424,add touchid power button someone steal iphone cant turn security,0.0,22,22,117,4.363636363636363,10,3,0,0,Positive
425,behind scenes iphone development httpyoutubepfsj3ilxifu,0.0,9,9,79,7.888888888888889,3,1,0,0,Positive
426,que golazo el de nokia_co frente al lanzamiento de los iphone de de las mejores reacciones que visto xd pictwittercomdxzz9vibo7,0.0,22,22,142,5.5,1,0,0,0,Positive
427,sayin inc telefonu ucuz yapicam diyip 550 dolara sation amerikada turkiyede bilinmez sen kimi yiyon haci appstore,0.0,19,19,124,5.578947368421052,1,0,1,0,Positive
428,ibrooklynb iphone 5s white,0.0,5,5,34,6.0,0,0,0,0,Positive
429,thunderbolt display though,0.0,5,5,38,6.8,0,0,0,0,Positive
430,taklit en iyi iltifat seklidir,0.0,7,7,40,4.857142857142857,0,0,0,0,Positive
431,regalenme algo para navidad,0.0,6,6,38,5.5,0,0,0,0,Positive
432,looking regain china httpcnnmonie1eur90v,0.0,6,6,55,8.333333333333334,1,0,0,0,Positive
433,wasnt kidding getting southern siri pictwittercomm4o7aewgr3,0.0,10,10,81,7.2,3,0,0,1,Positive
434,wah apa nih rt artcenteralum apples igo carsharing project designed alum httpbitlywkjhyg pictwittercomyzh6o5yzlx,0.0,14,15,131,8.357142857142858,1,0,0,1,Positive
435,theamazingsimon totally different times might well compare old 3gs unfavourably galaxy s4,0.0,22,22,135,5.181818181818182,8,0,0,1,Positive
436,244tsuyoponzu,0.0,3,3,44,14.0,0,0,0,0,Positive
437,oh siri oh u really think would give quick 4s 4eva,0.0,17,17,78,3.6470588235294117,4,2,0,1,Positive
438,pictwittercom7etawoyaut,0.0,4,4,41,9.5,1,0,0,0,Positive
439,244tsuyoponzu,0.0,2,2,45,22.0,0,0,0,0,Positive
440,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,15,134,8.571428571428571,0,11,0,12,Positive
441,dont need add software glitches im buying 5s dont worry,0.0,15,15,82,4.533333333333333,5,0,0,0,Positive
442,got email iphone 5c,0.0,11,11,57,4.2727272727272725,4,0,0,0,Positive
443,u dont follow katewalsh arianagrande ellenpompeo oth starworldindia um tell cuz um ya know,0.0,21,21,133,5.380952380952381,4,0,0,1,Positive
444,stunning unexpected jawbone raises 100m hosain team building products wishes httpgoogl3uip5u,0.0,19,19,137,6.2631578947368425,5,0,0,0,Positive
445,alfredopetas manolo_e69 lmuia yatayoye definitivamente yo paso del 5c pero que hay del 5s,0.0,15,15,102,5.866666666666666,0,0,0,2,Positive
446,usuarios chinos se sorprenden ante los nuevos dispositivos de httpowlyoooo5,0.0,12,12,93,6.833333333333333,1,3,0,0,Positive
447,would rather work google,0.0,8,8,44,4.625,3,0,0,0,Positive
448,beja,0.0,3,3,14,4.0,1,0,0,0,Positive
449,sauto wlh nike ta race,0.0,6,6,30,4.166666666666667,0,0,0,0,Positive
450,rilascia laggiornamento os x 1085 apportando numerose correzionifreelysoft pictwittercomrauzjtpf60,0.0,10,10,113,10.4,0,0,0,2,Positive
451,looking hire engineers solar experience work mobile devices httpflipitwphdk solar,0.0,15,16,109,6.266666666666667,4,1,0,0,Positive
452,pandora names ad veteran mcandrews ceo looms httpbloombg1d6rhg6 pandora ceo,0.0,13,14,99,6.615384615384615,1,1,0,1,Positive
453,nokia_us nokia wp8 wpcentral httpsdrvms17vnhha,0.0,6,6,62,9.5,0,1,0,0,Positive
454,better iphone 5 r 5s,0.0,8,8,41,4.25,2,0,1,0,Positive
455,highlyhightori pictwittercomxdkgjfx6cn,0.0,3,3,49,15.666666666666666,0,0,0,0,Positive
456,im store ross park w pculnan http4sqcom18lrqgl,0.0,9,9,65,6.333333333333333,1,0,0,0,Positive
457,previoustweet also needs simultaneously update paperworkpatient info workingirl,0.0,13,13,104,7.076923076923077,3,2,0,0,Positive
458,ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,8,8,80,9.125,0,6,0,6,Positive
459,mhealth theres healthcare piece new iphone m7 coprocessor httphealthcareoperationsmanagementnet,0.0,13,13,117,8.076923076923077,2,3,0,1,Positive
460,yall make easier give money att preorder iphone att store,0.0,23,23,113,3.9565217391304346,11,0,0,3,Positive
461,oh great life would could listen youtube twitter,0.0,16,16,82,4.1875,7,0,0,0,Positive
462,el 5s lo toi josiando de apps que tengan mute rt lisbeld 5s manita rt mizbuchitos mi banca rota es culpa de,0.0,25,25,126,4.08,0,0,0,3,Positive
463,,0.0,2,2,12,5.5,0,0,0,0,Positive
464,guys invent something make feel ghostt_gamings beard internet already please microsoft google anyone,0.0,19,19,133,6.052631578947368,5,0,0,0,Positive
465,,0.0,1,1,6,6.0,0,0,0,0,Positive
466,bretfordmanf cart project reusing packaging materials retrofit mbair httpcolefarrellmeprojects deployment13,0.0,13,14,131,9.076923076923077,2,1,0,0,Positive
467,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
468,odds putting a6 chips new ipad mini a7s fullsize ipad cc pschiller,0.0,25,25,126,4.08,11,0,0,1,Positive
469,rt rt kemalnads anyone good mac computers,0.0,12,13,72,5.0,1,0,0,3,Positive
470,mrpumpkinslicer ghostt_gaming microsoft google anyone nasa randominventor xxswegboy069xx,0.0,9,9,103,10.555555555555555,0,0,0,1,Positive
471,securitycompass,0.0,3,3,25,7.666666666666667,0,0,0,0,Positive
472,walmart discounts new iphone5c 20 httpowlyop1xh maybe using aggressive discounts thru channels drive unit volumes,0.0,18,19,136,6.555555555555555,2,1,0,0,Positive
473,ipodplayerpromo ipod ipad itunes promo ipodplayerpromo ipod ipad itunes promoipodplayerpromo itune,0.0,14,14,133,8.571428571428571,0,11,0,12,Positive
474,mhughes_ appleberry blackapple iphone guts berry keyboard da heck hard blackberry,0.0,18,18,113,5.333333333333333,6,0,0,0,Positive
475,ik ga htc samsung lg sony ontvolgen omdat ze verdommen een phone met n fysiek toetsenbord europa op de markt te brengen,0.0,24,24,139,4.833333333333333,1,0,0,3,Positive
476,saka mi lan bu pictwittercomi0ega8iohp,0.0,6,6,49,7.333333333333333,0,0,0,0,Positive
477,press burberry uses iphone 5s capture springsummer 2014 runway show cupert httpbitly1g9fk2t httpbitlya83mmb,0.0,15,16,134,7.933333333333334,1,0,1,1,Positive
478,rt andymiah available google play app store creativefutur app coming soon uwscreative pictwittercomp1yhsjjfzz,0.0,19,19,143,6.578947368421052,5,1,0,1,Positive
479,iphone 5same iphone 5cheap httpowly22kxvv iphone price strategy good great,0.0,15,16,110,6.333333333333333,4,1,0,0,Positive
480,iphone 5 drops todaybe aware bad people capitalizing phenomenon httpowlyonxpx trendlabs trendmicro,0.0,16,18,126,6.8125,3,0,1,0,Positive
481,think different,0.0,4,4,31,7.0,1,0,0,0,Positive
482,mog_sharif apples android microsoft thats veryright,0.0,7,7,64,8.285714285714286,0,1,0,0,Positive
483,makin yakin kalo lagi ngetest kepintaran konsumen dunia kalo masih pada beli ya ngapain inovasi,0.0,17,17,109,5.470588235294118,0,0,0,0,Positive
484,gonna ungodly release lines 20th preorder 5s 5c,0.0,16,16,83,4.25,6,0,0,2,Positive
485,could iphone5s iphone5c revolutionize way use technology httpbitly17wfujr via fishbat,0.0,15,16,117,6.8,4,2,0,0,Positive
486,myapple_pl tak zostac bo hejtuje tylko ten co nigdy stycznosci z produktami dla wielu sa one najlepsze,0.0,23,24,123,4.3478260869565215,4,0,0,0,Positive
487,le compte 22 000 followers juste pour le nom je crois,0.0,13,13,62,3.8461538461538463,1,0,2,0,Positive
488,stand nsa whitehouse together google yahoo microsoft verizon verizonwireless att,0.0,15,16,111,6.4,4,1,0,3,Positive
489,meeting guys axel springer plugplay http4sqcom14qtges,0.0,11,11,84,6.7272727272727275,3,0,0,0,Positive
490,acciones de en la bolsa de ny la baja tras el anuncio de los nuevos iphones httpbitly17wvapz,0.0,19,19,108,4.7368421052631575,1,1,0,1,Positive
491,ischool httpgooglwktt0 education applenws,0.0,5,6,57,10.4,0,1,0,0,Positive
492,dear users asphalt8 dropped 099 free,0.0,11,11,59,4.454545454545454,3,0,0,0,Positive
493,nokia_uk colours used 2004 first ipod series please dont make fool think different,0.0,24,24,138,4.791666666666667,10,0,1,0,Positive
